number,text,numberInSurah,surah_number,surah_name,englishName,englishNameTranslation,revelationType,UrduTranslation,UrduTafseer,EnglishTranslation,Englishtafseer,SindhiTranslation,SindhiTafseer,HindiTranslation,HindiTafseer,PushtoTransation,PushtoTafseer
1321,وَإِذَآ أُنزِلَتْ سُورَةٌ أَنْ ءَامِنُوا۟ بِٱللَّهِ وَجَٰهِدُوا۟ مَعَ رَسُولِهِ ٱسْتَـْٔذَنَكَ أُو۟لُوا۟ ٱلطَّوْلِ مِنْهُمْ وَقَالُوا۟ ذَرْنَا نَكُن مَّعَ ٱلْقَٰعِدِينَ,86,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-86- Urdu Translation: ,9-86- Urdu Tafseer: ,9-86- English Translation: ,9-86- English Tafseer: ,9-86- Sindhi Translation: ,9-86- Sindhi Tafseer:,9-86- Hindi Translation: ,9-86- Hindi Tafseer: ,9-86- Pushto Translation: ,9-86- Pushto Tafseer: 
1322,رَضُوا۟ بِأَن يَكُونُوا۟ مَعَ ٱلْخَوَالِفِ وَطُبِعَ عَلَىٰ قُلُوبِهِمْ فَهُمْ لَا يَفْقَهُونَ,87,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-87- Urdu Translation: ,9-87- Urdu Tafseer: ,9-87- English Translation: ,9-87- English Tafseer: ,9-87- Sindhi Translation: ,9-87- Sindhi Tafseer:,9-87- Hindi Translation: ,9-87- Hindi Tafseer: ,9-87- Pushto Translation: ,9-87- Pushto Tafseer: 
1323,لَٰكِنِ ٱلرَّسُولُ وَٱلَّذِينَ ءَامَنُوا۟ مَعَهُۥ جَٰهَدُوا۟ بِأَمْوَٰلِهِمْ وَأَنفُسِهِمْ ۚ وَأُو۟لَٰٓئِكَ لَهُمُ ٱلْخَيْرَٰتُ ۖ وَأُو۟لَٰٓئِكَ هُمُ ٱلْمُفْلِحُونَ,88,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-88- Urdu Translation: ,9-88- Urdu Tafseer: ,9-88- English Translation: ,9-88- English Tafseer: ,9-88- Sindhi Translation: ,9-88- Sindhi Tafseer:,9-88- Hindi Translation: ,9-88- Hindi Tafseer: ,9-88- Pushto Translation: ,9-88- Pushto Tafseer: 
1324,أَعَدَّ ٱللَّهُ لَهُمْ جَنَّٰتٍۢ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ خَٰلِدِينَ فِيهَا ۚ ذَٰلِكَ ٱلْفَوْزُ ٱلْعَظِيمُ,89,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-89- Urdu Translation: ,9-89- Urdu Tafseer: ,9-89- English Translation: ,9-89- English Tafseer: ,9-89- Sindhi Translation: ,9-89- Sindhi Tafseer:,9-89- Hindi Translation: ,9-89- Hindi Tafseer: ,9-89- Pushto Translation: ,9-89- Pushto Tafseer: 
1325,وَجَآءَ ٱلْمُعَذِّرُونَ مِنَ ٱلْأَعْرَابِ لِيُؤْذَنَ لَهُمْ وَقَعَدَ ٱلَّذِينَ كَذَبُوا۟ ٱللَّهَ وَرَسُولَهُۥ ۚ سَيُصِيبُ ٱلَّذِينَ كَفَرُوا۟ مِنْهُمْ عَذَابٌ أَلِيمٌۭ,90,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-90- Urdu Translation: ,9-90- Urdu Tafseer: ,9-90- English Translation: ,9-90- English Tafseer: ,9-90- Sindhi Translation: ,9-90- Sindhi Tafseer:,9-90- Hindi Translation: ,9-90- Hindi Tafseer: ,9-90- Pushto Translation: ,9-90- Pushto Tafseer: 
1326,لَّيْسَ عَلَى ٱلضُّعَفَآءِ وَلَا عَلَى ٱلْمَرْضَىٰ وَلَا عَلَى ٱلَّذِينَ لَا يَجِدُونَ مَا يُنفِقُونَ حَرَجٌ إِذَا نَصَحُوا۟ لِلَّهِ وَرَسُولِهِۦ ۚ مَا عَلَى ٱلْمُحْسِنِينَ مِن سَبِيلٍۢ ۚ وَٱللَّهُ غَفُورٌۭ رَّحِيمٌۭ,91,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-91- Urdu Translation: ,9-91- Urdu Tafseer: ,9-91- English Translation: ,9-91- English Tafseer: ,9-91- Sindhi Translation: ,9-91- Sindhi Tafseer:,9-91- Hindi Translation: ,9-91- Hindi Tafseer: ,9-91- Pushto Translation: ,9-91- Pushto Tafseer: 
1327,وَلَا عَلَى ٱلَّذِينَ إِذَا مَآ أَتَوْكَ لِتَحْمِلَهُمْ قُلْتَ لَآ أَجِدُ مَآ أَحْمِلُكُمْ عَلَيْهِ تَوَلَّوا۟ وَّأَعْيُنُهُمْ تَفِيضُ مِنَ ٱلدَّمْعِ حَزَنًا أَلَّا يَجِدُوا۟ مَا يُنفِقُونَ,92,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-92- Urdu Translation: ,9-92- Urdu Tafseer: ,9-92- English Translation: ,9-92- English Tafseer: ,9-92- Sindhi Translation: ,9-92- Sindhi Tafseer:,9-92- Hindi Translation: ,9-92- Hindi Tafseer: ,9-92- Pushto Translation: ,9-92- Pushto Tafseer: 
1328,۞ إِنَّمَا ٱلسَّبِيلُ عَلَى ٱلَّذِينَ يَسْتَـْٔذِنُونَكَ وَهُمْ أَغْنِيَآءُ ۚ رَضُوا۟ بِأَن يَكُونُوا۟ مَعَ ٱلْخَوَالِفِ وَطَبَعَ ٱللَّهُ عَلَىٰ قُلُوبِهِمْ فَهُمْ لَا يَعْلَمُونَ,93,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-93- Urdu Translation: ,9-93- Urdu Tafseer: ,9-93- English Translation: ,9-93- English Tafseer: ,9-93- Sindhi Translation: ,9-93- Sindhi Tafseer:,9-93- Hindi Translation: ,9-93- Hindi Tafseer: ,9-93- Pushto Translation: ,9-93- Pushto Tafseer: 
1329,يَعْتَذِرُونَ إِلَيْكُمْ إِذَا رَجَعْتُمْ إِلَيْهِمْ ۚ قُل لَّا تَعْتَذِرُوا۟ لَن نُّؤْمِنَ لَكُمْ قَدْ نَبَّأَنَا ٱللَّهُ مِنْ أَخْبَارِكُمْ ۚ وَسَيَرَى ٱللَّهُ عَمَلَكُمْ وَرَسُولُهُۥ ثُمَّ تُرَدُّونَ إِلَىٰ عَٰلِمِ ٱلْغَيْبِ وَٱلشَّهَٰدَةِ فَيُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ,94,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-94- Urdu Translation: ,9-94- Urdu Tafseer: ,9-94- English Translation: ,9-94- English Tafseer: ,9-94- Sindhi Translation: ,9-94- Sindhi Tafseer:,9-94- Hindi Translation: ,9-94- Hindi Tafseer: ,9-94- Pushto Translation: ,9-94- Pushto Tafseer: 
1330,سَيَحْلِفُونَ بِٱللَّهِ لَكُمْ إِذَا ٱنقَلَبْتُمْ إِلَيْهِمْ لِتُعْرِضُوا۟ عَنْهُمْ ۖ فَأَعْرِضُوا۟ عَنْهُمْ ۖ إِنَّهُمْ رِجْسٌۭ ۖ وَمَأْوَىٰهُمْ جَهَنَّمُ جَزَآءًۢ بِمَا كَانُوا۟ يَكْسِبُونَ,95,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-95- Urdu Translation: ,9-95- Urdu Tafseer: ,9-95- English Translation: ,9-95- English Tafseer: ,9-95- Sindhi Translation: ,9-95- Sindhi Tafseer:,9-95- Hindi Translation: ,9-95- Hindi Tafseer: ,9-95- Pushto Translation: ,9-95- Pushto Tafseer: 
1331,يَحْلِفُونَ لَكُمْ لِتَرْضَوْا۟ عَنْهُمْ ۖ فَإِن تَرْضَوْا۟ عَنْهُمْ فَإِنَّ ٱللَّهَ لَا يَرْضَىٰ عَنِ ٱلْقَوْمِ ٱلْفَٰسِقِينَ,96,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-96- Urdu Translation: ,9-96- Urdu Tafseer: ,9-96- English Translation: ,9-96- English Tafseer: ,9-96- Sindhi Translation: ,9-96- Sindhi Tafseer:,9-96- Hindi Translation: ,9-96- Hindi Tafseer: ,9-96- Pushto Translation: ,9-96- Pushto Tafseer: 
1332,ٱلْأَعْرَابُ أَشَدُّ كُفْرًۭا وَنِفَاقًۭا وَأَجْدَرُ أَلَّا يَعْلَمُوا۟ حُدُودَ مَآ أَنزَلَ ٱللَّهُ عَلَىٰ رَسُولِهِۦ ۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌۭ,97,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-97- Urdu Translation: ,9-97- Urdu Tafseer: ,9-97- English Translation: ,9-97- English Tafseer: ,9-97- Sindhi Translation: ,9-97- Sindhi Tafseer:,9-97- Hindi Translation: ,9-97- Hindi Tafseer: ,9-97- Pushto Translation: ,9-97- Pushto Tafseer: 
1333,وَمِنَ ٱلْأَعْرَابِ مَن يَتَّخِذُ مَا يُنفِقُ مَغْرَمًۭا وَيَتَرَبَّصُ بِكُمُ ٱلدَّوَآئِرَ ۚ عَلَيْهِمْ دَآئِرَةُ ٱلسَّوْءِ ۗ وَٱللَّهُ سَمِيعٌ عَلِيمٌۭ,98,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-98- Urdu Translation: ,9-98- Urdu Tafseer: ,9-98- English Translation: ,9-98- English Tafseer: ,9-98- Sindhi Translation: ,9-98- Sindhi Tafseer:,9-98- Hindi Translation: ,9-98- Hindi Tafseer: ,9-98- Pushto Translation: ,9-98- Pushto Tafseer: 
1334,وَمِنَ ٱلْأَعْرَابِ مَن يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَيَتَّخِذُ مَا يُنفِقُ قُرُبَٰتٍ عِندَ ٱللَّهِ وَصَلَوَٰتِ ٱلرَّسُولِ ۚ أَلَآ إِنَّهَا قُرْبَةٌۭ لَّهُمْ ۚ سَيُدْخِلُهُمُ ٱللَّهُ فِى رَحْمَتِهِۦٓ ۗ إِنَّ ٱللَّهَ غَفُورٌۭ رَّحِيمٌۭ,99,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-99- Urdu Translation: ,9-99- Urdu Tafseer: ,9-99- English Translation: ,9-99- English Tafseer: ,9-99- Sindhi Translation: ,9-99- Sindhi Tafseer:,9-99- Hindi Translation: ,9-99- Hindi Tafseer: ,9-99- Pushto Translation: ,9-99- Pushto Tafseer: 
1335,وَٱلسَّٰبِقُونَ ٱلْأَوَّلُونَ مِنَ ٱلْمُهَٰجِرِينَ وَٱلْأَنصَارِ وَٱلَّذِينَ ٱتَّبَعُوهُم بِإِحْسَٰنٍۢ رَّضِىَ ٱللَّهُ عَنْهُمْ وَرَضُوا۟ عَنْهُ وَأَعَدَّ لَهُمْ جَنَّٰتٍۢ تَجْرِى تَحْتَهَا ٱلْأَنْهَٰرُ خَٰلِدِينَ فِيهَآ أَبَدًۭا ۚ ذَٰلِكَ ٱلْفَوْزُ ٱلْعَظِيمُ,100,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-100- Urdu Translation: ,9-100- Urdu Tafseer: ,9-100- English Translation: ,9-100- English Tafseer: ,9-100- Sindhi Translation: ,9-100- Sindhi Tafseer:,9-100- Hindi Translation: ,9-100- Hindi Tafseer: ,9-100- Pushto Translation: ,9-100- Pushto Tafseer: 
1336,وَمِمَّنْ حَوْلَكُم مِّنَ ٱلْأَعْرَابِ مُنَٰفِقُونَ ۖ وَمِنْ أَهْلِ ٱلْمَدِينَةِ ۖ مَرَدُوا۟ عَلَى ٱلنِّفَاقِ لَا تَعْلَمُهُمْ ۖ نَحْنُ نَعْلَمُهُمْ ۚ سَنُعَذِّبُهُم مَّرَّتَيْنِ ثُمَّ يُرَدُّونَ إِلَىٰ عَذَابٍ عَظِيمٍۢ,101,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-101- Urdu Translation: ,9-101- Urdu Tafseer: ,9-101- English Translation: ,9-101- English Tafseer: ,9-101- Sindhi Translation: ,9-101- Sindhi Tafseer:,9-101- Hindi Translation: ,9-101- Hindi Tafseer: ,9-101- Pushto Translation: ,9-101- Pushto Tafseer: 
1337,وَءَاخَرُونَ ٱعْتَرَفُوا۟ بِذُنُوبِهِمْ خَلَطُوا۟ عَمَلًۭا صَٰلِحًۭا وَءَاخَرَ سَيِّئًا عَسَى ٱللَّهُ أَن يَتُوبَ عَلَيْهِمْ ۚ إِنَّ ٱللَّهَ غَفُورٌۭ رَّحِيمٌ,102,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-102- Urdu Translation: ,9-102- Urdu Tafseer: ,9-102- English Translation: ,9-102- English Tafseer: ,9-102- Sindhi Translation: ,9-102- Sindhi Tafseer:,9-102- Hindi Translation: ,9-102- Hindi Tafseer: ,9-102- Pushto Translation: ,9-102- Pushto Tafseer: 
1338,خُذْ مِنْ أَمْوَٰلِهِمْ صَدَقَةًۭ تُطَهِّرُهُمْ وَتُزَكِّيهِم بِهَا وَصَلِّ عَلَيْهِمْ ۖ إِنَّ صَلَوٰتَكَ سَكَنٌۭ لَّهُمْ ۗ وَٱللَّهُ سَمِيعٌ عَلِيمٌ,103,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-103- Urdu Translation: ,9-103- Urdu Tafseer: ,9-103- English Translation: ,9-103- English Tafseer: ,9-103- Sindhi Translation: ,9-103- Sindhi Tafseer:,9-103- Hindi Translation: ,9-103- Hindi Tafseer: ,9-103- Pushto Translation: ,9-103- Pushto Tafseer: 
1339,أَلَمْ يَعْلَمُوٓا۟ أَنَّ ٱللَّهَ هُوَ يَقْبَلُ ٱلتَّوْبَةَ عَنْ عِبَادِهِۦ وَيَأْخُذُ ٱلصَّدَقَٰتِ وَأَنَّ ٱللَّهَ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,104,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-104- Urdu Translation: ,9-104- Urdu Tafseer: ,9-104- English Translation: ,9-104- English Tafseer: ,9-104- Sindhi Translation: ,9-104- Sindhi Tafseer:,9-104- Hindi Translation: ,9-104- Hindi Tafseer: ,9-104- Pushto Translation: ,9-104- Pushto Tafseer: 
1340,وَقُلِ ٱعْمَلُوا۟ فَسَيَرَى ٱللَّهُ عَمَلَكُمْ وَرَسُولُهُۥ وَٱلْمُؤْمِنُونَ ۖ وَسَتُرَدُّونَ إِلَىٰ عَٰلِمِ ٱلْغَيْبِ وَٱلشَّهَٰدَةِ فَيُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ,105,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-105- Urdu Translation: ,9-105- Urdu Tafseer: ,9-105- English Translation: ,9-105- English Tafseer: ,9-105- Sindhi Translation: ,9-105- Sindhi Tafseer:,9-105- Hindi Translation: ,9-105- Hindi Tafseer: ,9-105- Pushto Translation: ,9-105- Pushto Tafseer: 
1341,وَءَاخَرُونَ مُرْجَوْنَ لِأَمْرِ ٱللَّهِ إِمَّا يُعَذِّبُهُمْ وَإِمَّا يَتُوبُ عَلَيْهِمْ ۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌۭ,106,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-106- Urdu Translation: ,9-106- Urdu Tafseer: ,9-106- English Translation: ,9-106- English Tafseer: ,9-106- Sindhi Translation: ,9-106- Sindhi Tafseer:,9-106- Hindi Translation: ,9-106- Hindi Tafseer: ,9-106- Pushto Translation: ,9-106- Pushto Tafseer: 
1342,وَٱلَّذِينَ ٱتَّخَذُوا۟ مَسْجِدًۭا ضِرَارًۭا وَكُفْرًۭا وَتَفْرِيقًۢا بَيْنَ ٱلْمُؤْمِنِينَ وَإِرْصَادًۭا لِّمَنْ حَارَبَ ٱللَّهَ وَرَسُولَهُۥ مِن قَبْلُ ۚ وَلَيَحْلِفُنَّ إِنْ أَرَدْنَآ إِلَّا ٱلْحُسْنَىٰ ۖ وَٱللَّهُ يَشْهَدُ إِنَّهُمْ لَكَٰذِبُونَ,107,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-107- Urdu Translation: ,9-107- Urdu Tafseer: ,9-107- English Translation: ,9-107- English Tafseer: ,9-107- Sindhi Translation: ,9-107- Sindhi Tafseer:,9-107- Hindi Translation: ,9-107- Hindi Tafseer: ,9-107- Pushto Translation: ,9-107- Pushto Tafseer: 
1343,لَا تَقُمْ فِيهِ أَبَدًۭا ۚ لَّمَسْجِدٌ أُسِّسَ عَلَى ٱلتَّقْوَىٰ مِنْ أَوَّلِ يَوْمٍ أَحَقُّ أَن تَقُومَ فِيهِ ۚ فِيهِ رِجَالٌۭ يُحِبُّونَ أَن يَتَطَهَّرُوا۟ ۚ وَٱللَّهُ يُحِبُّ ٱلْمُطَّهِّرِينَ,108,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-108- Urdu Translation: ,9-108- Urdu Tafseer: ,9-108- English Translation: ,9-108- English Tafseer: ,9-108- Sindhi Translation: ,9-108- Sindhi Tafseer:,9-108- Hindi Translation: ,9-108- Hindi Tafseer: ,9-108- Pushto Translation: ,9-108- Pushto Tafseer: 
1344,أَفَمَنْ أَسَّسَ بُنْيَٰنَهُۥ عَلَىٰ تَقْوَىٰ مِنَ ٱللَّهِ وَرِضْوَٰنٍ خَيْرٌ أَم مَّنْ أَسَّسَ بُنْيَٰنَهُۥ عَلَىٰ شَفَا جُرُفٍ هَارٍۢ فَٱنْهَارَ بِهِۦ فِى نَارِ جَهَنَّمَ ۗ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلظَّٰلِمِينَ,109,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-109- Urdu Translation: ,9-109- Urdu Tafseer: ,9-109- English Translation: ,9-109- English Tafseer: ,9-109- Sindhi Translation: ,9-109- Sindhi Tafseer:,9-109- Hindi Translation: ,9-109- Hindi Tafseer: ,9-109- Pushto Translation: ,9-109- Pushto Tafseer: 
1345,لَا يَزَالُ بُنْيَٰنُهُمُ ٱلَّذِى بَنَوْا۟ رِيبَةًۭ فِى قُلُوبِهِمْ إِلَّآ أَن تَقَطَّعَ قُلُوبُهُمْ ۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,110,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-110- Urdu Translation: ,9-110- Urdu Tafseer: ,9-110- English Translation: ,9-110- English Tafseer: ,9-110- Sindhi Translation: ,9-110- Sindhi Tafseer:,9-110- Hindi Translation: ,9-110- Hindi Tafseer: ,9-110- Pushto Translation: ,9-110- Pushto Tafseer: 
1346,۞ إِنَّ ٱللَّهَ ٱشْتَرَىٰ مِنَ ٱلْمُؤْمِنِينَ أَنفُسَهُمْ وَأَمْوَٰلَهُم بِأَنَّ لَهُمُ ٱلْجَنَّةَ ۚ يُقَٰتِلُونَ فِى سَبِيلِ ٱللَّهِ فَيَقْتُلُونَ وَيُقْتَلُونَ ۖ وَعْدًا عَلَيْهِ حَقًّۭا فِى ٱلتَّوْرَىٰةِ وَٱلْإِنجِيلِ وَٱلْقُرْءَانِ ۚ وَمَنْ أَوْفَىٰ بِعَهْدِهِۦ مِنَ ٱللَّهِ ۚ فَٱسْتَبْشِرُوا۟ بِبَيْعِكُمُ ٱلَّذِى بَايَعْتُم بِهِۦ ۚ وَذَٰلِكَ هُوَ ٱلْفَوْزُ ٱلْعَظِيمُ,111,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-111- Urdu Translation: ,9-111- Urdu Tafseer: ,9-111- English Translation: ,9-111- English Tafseer: ,9-111- Sindhi Translation: ,9-111- Sindhi Tafseer:,9-111- Hindi Translation: ,9-111- Hindi Tafseer: ,9-111- Pushto Translation: ,9-111- Pushto Tafseer: 
1347,ٱلتَّٰٓئِبُونَ ٱلْعَٰبِدُونَ ٱلْحَٰمِدُونَ ٱلسَّٰٓئِحُونَ ٱلرَّٰكِعُونَ ٱلسَّٰجِدُونَ ٱلْءَامِرُونَ بِٱلْمَعْرُوفِ وَٱلنَّاهُونَ عَنِ ٱلْمُنكَرِ وَٱلْحَٰفِظُونَ لِحُدُودِ ٱللَّهِ ۗ وَبَشِّرِ ٱلْمُؤْمِنِينَ,112,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-112- Urdu Translation: ,9-112- Urdu Tafseer: ,9-112- English Translation: ,9-112- English Tafseer: ,9-112- Sindhi Translation: ,9-112- Sindhi Tafseer:,9-112- Hindi Translation: ,9-112- Hindi Tafseer: ,9-112- Pushto Translation: ,9-112- Pushto Tafseer: 
1348,مَا كَانَ لِلنَّبِىِّ وَٱلَّذِينَ ءَامَنُوٓا۟ أَن يَسْتَغْفِرُوا۟ لِلْمُشْرِكِينَ وَلَوْ كَانُوٓا۟ أُو۟لِى قُرْبَىٰ مِنۢ بَعْدِ مَا تَبَيَّنَ لَهُمْ أَنَّهُمْ أَصْحَٰبُ ٱلْجَحِيمِ,113,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-113- Urdu Translation: ,9-113- Urdu Tafseer: ,9-113- English Translation: ,9-113- English Tafseer: ,9-113- Sindhi Translation: ,9-113- Sindhi Tafseer:,9-113- Hindi Translation: ,9-113- Hindi Tafseer: ,9-113- Pushto Translation: ,9-113- Pushto Tafseer: 
1349,وَمَا كَانَ ٱسْتِغْفَارُ إِبْرَٰهِيمَ لِأَبِيهِ إِلَّا عَن مَّوْعِدَةٍۢ وَعَدَهَآ إِيَّاهُ فَلَمَّا تَبَيَّنَ لَهُۥٓ أَنَّهُۥ عَدُوٌّۭ لِّلَّهِ تَبَرَّأَ مِنْهُ ۚ إِنَّ إِبْرَٰهِيمَ لَأَوَّٰهٌ حَلِيمٌۭ,114,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-114- Urdu Translation: ,9-114- Urdu Tafseer: ,9-114- English Translation: ,9-114- English Tafseer: ,9-114- Sindhi Translation: ,9-114- Sindhi Tafseer:,9-114- Hindi Translation: ,9-114- Hindi Tafseer: ,9-114- Pushto Translation: ,9-114- Pushto Tafseer: 
1350,وَمَا كَانَ ٱللَّهُ لِيُضِلَّ قَوْمًۢا بَعْدَ إِذْ هَدَىٰهُمْ حَتَّىٰ يُبَيِّنَ لَهُم مَّا يَتَّقُونَ ۚ إِنَّ ٱللَّهَ بِكُلِّ شَىْءٍ عَلِيمٌ,115,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-115- Urdu Translation: ,9-115- Urdu Tafseer: ,9-115- English Translation: ,9-115- English Tafseer: ,9-115- Sindhi Translation: ,9-115- Sindhi Tafseer:,9-115- Hindi Translation: ,9-115- Hindi Tafseer: ,9-115- Pushto Translation: ,9-115- Pushto Tafseer: 
1351,إِنَّ ٱللَّهَ لَهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۖ يُحْىِۦ وَيُمِيتُ ۚ وَمَا لَكُم مِّن دُونِ ٱللَّهِ مِن وَلِىٍّۢ وَلَا نَصِيرٍۢ,116,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-116- Urdu Translation: ,9-116- Urdu Tafseer: ,9-116- English Translation: ,9-116- English Tafseer: ,9-116- Sindhi Translation: ,9-116- Sindhi Tafseer:,9-116- Hindi Translation: ,9-116- Hindi Tafseer: ,9-116- Pushto Translation: ,9-116- Pushto Tafseer: 
1352,لَّقَد تَّابَ ٱللَّهُ عَلَى ٱلنَّبِىِّ وَٱلْمُهَٰجِرِينَ وَٱلْأَنصَارِ ٱلَّذِينَ ٱتَّبَعُوهُ فِى سَاعَةِ ٱلْعُسْرَةِ مِنۢ بَعْدِ مَا كَادَ يَزِيغُ قُلُوبُ فَرِيقٍۢ مِّنْهُمْ ثُمَّ تَابَ عَلَيْهِمْ ۚ إِنَّهُۥ بِهِمْ رَءُوفٌۭ رَّحِيمٌۭ,117,9,سُورَةُ التَّوۡبَةِ,At-Tawba,The Repentance,Medinan,9-117- Urdu Translation: ,9-117- Urdu Tafseer: ,9-117- English Translation: ,9-117- English Tafseer: ,9-117- Sindhi Translation: ,9-117- Sindhi Tafseer:,9-117- Hindi Translation: ,9-117- Hindi Tafseer: ,9-117- Pushto Translation: ,9-117- Pushto Tafseer: 
